Experiment,Robot,Success,Swingup Time [s],Final Pos Error [deg],Final Jitter [rad/s],Energy [J],Max Torque [Nm],Int. Torque [Nm],Torque Cost [N^2m^2],Torque Smoothness [Nm],Velocity Cost [m^2/s^2]
Baseline,Acrobot,Yes,4.625,7.38,0.017,39.77,10.0,4.8,5.95,0.141,1111.68
