Experiment,Robot,Success,Swingup Time [s],Final Pos Error [deg],Final Jitter [rad/s],Energy [J],Max Torque [Nm],Int. Torque [Nm],Torque Cost [N^2m^2],Torque Smoothness [Nm],Velocity Cost [m^2/s^2]
SAC_SNES,Acrobot,Yes,2.24,4.82,0.025,11.95,3.88,3.27,6.27,0.307,131.68
