Experiment,Robot,Success,Swingup Time [s],Final Pos Error [deg],Final Jitter [rad/s],Energy [J],Max Torque [Nm],Int. Torque [Nm],Torque Cost [N^2m^2],Torque Smoothness [Nm],Velocity Cost [m^2/s^2]
SAC_LQR,Pendubot,Yes,0.955,5.19,0.002,24.85,10.0,5.23,29.38,0.058,68.05
