Experiment,Robot,Success,Swingup Time [s],Final Pos Error [deg],Final Jitter [rad/s],Energy [J],Max Torque [Nm],Int. Torque [Nm],Torque Cost [N^2m^2],Torque Smoothness [Nm],Velocity Cost [m^2/s^2]
SAC,Pendubot,Yes,1.01,7.68,0.006,22.71,9.39,6.28,32.72,2.071,67.52
